id;weight;ingredient_id;recipe_id
710;400;70;86
711;400;2;86
712;2000;47;86
713;50;4;87
714;50;110;87
715;150;2;87
716;1500;47;87
717;1000;25;88
718;30;14;88
719;300;2;88
720;100;77;88
721;600;19;88
722;450;12;88
723;30;4;88
724;150;26;88
725;100;25;89
726;40;19;89
727;70;111;89
728;40;50;89
729;100;7;90
730;10;4;90
731;25;3;90
732;25;2;90
733;63;12;90
734;100;19;91
735;350;112;91
736;1000;7;91
737;100;21;91
738;200;2;91
739;50;0;91
740;50;90;91
741;25;65;91
742;1;51;91
743;10;4;91
744;30;40;91
745;150;3;92
746;30;4;92
747;45;11;92
748;220;22;92
749;400;12;92
750;90;5;92
751;200;7;93
752;100;20;93
753;600;113;94
754;500;2;94
755;300;5;94
756;120;4;94
757;150;3;94
758;500;72;94
759;30;8;94
760;2;21;95
761;5;11;95
762;2;48;95
763;100;7;95
764;20;8;95
765;100;10;95
766;70;4;95
767;38;3;95
768;600;1;95
769;2;14;95
770;2;6;95
771;5;21;96
772;5;48;96
773;245;7;96
774;40;4;96
775;100;2;96
776;100;69;96
777;5;51;96
778;50;7;97
779;25;20;97
780;200;30;97
781;5;52;97
782;10;8;97
783;2200;7;98
784;100;4;98
785;100;3;98
786;100;50;98
787;400;10;99
788;400;1;99
789;230;21;99
790;500;5;99
791;200;3;99
792;230;4;99
793;300;9;99
794;3000;7;99
795;10;6;99
796;50;8;99
797;4;48;99
798;3;21;99
799;15;11;99
800;1000;47;100
801;400;9;100
802;200;72;100
803;100;3;100
804;100;31;100
805;50;65;100
806;50;27;100
807;100;4;100
808;10;11;100
809;500;114;101
810;300;42;101
811;500;47;101
812;50;65;101
813;270;5;101
814;150;4;101
815;20;11;101
816;230;21;101
817;20;21;101
818;5;115;101
819;5;116;101
820;3000;7;102
821;300;69;102
822;1;116;102
823;1;115;102
824;75;3;102
825;300;2;102
826;100;21;102
827;65;5;102
828;80;4;102
829;200;4;102
830;5;48;102
831;5;11;102
832;300;82;102
833;550;2;103
834;550;18;103
835;550;72;103
836;45;8;103
837;5;48;103
838;400;19;104
839;550;99;104
840;20;14;104
841;2;11;104
842;2;48;104
843;450;7;104
844;10;8;104
845;500;9;105
846;500;2;105
847;80;3;105
848;150;4;105
849;2;11;105
850;5;48;105
851;1;21;105
852;1000;47;105
853;300;72;105
854;10;8;105
855;150;31;106
856;400;3;106
857;250;4;106
858;17;8;106
859;1000;47;106
860;3;48;106
861;1;21;106
862;10;6;106
863;1000;7;107
864;500;76;107
865;250;2;107
866;200;72;107
867;100;4;107
868;80;3;107
869;3;48;107
870;1;21;107
871;1;51;107
872;40;4;107
873;20;14;107
874;200;2;108
875;150;19;108
876;80;4;108
877;500;76;108
878;2000;7;108
879;20;65;108
880;100;13;108
881;80;3;108
882;10;8;108
883;1;48;108
884;1;21;108
885;1000;82;109
886;68;8;109
887;100;4;109
888;20;83;109
889;1;21;109
890;50;29;109
891;100;117;109
892;1500;47;109
893;150;3;109
894;150;118;109
895;200;0;109
896;200;21;109
897;100;23;109
898;100;119;109
899;75;65;109
900;25;52;109
901;1;48;109
902;1;21;109
903;250;42;110
904;2000;7;110
905;80;4;110
906;120;28;110
907;17;8;110
908;1;48;110
909;1;21;110
910;1;83;110
911;1;120;110
912;240;26;110
913;500;40;111
914;280;21;111
915;280;19;111
916;140;4;111
917;2;11;111
918;80;8;111
919;50;40;111
920;1;88;111
921;150;53;112
922;70;50;112
923;120;3;112
924;150;32;112
925;10;8;112
926;1000;7;112
927;5;40;112
928;5;48;112
929;3;68;112
930;3;24;112
931;3;83;112
932;50;20;113
933;200;7;113
934;1;48;113
935;3;52;113
936;300;53;114
937;200;2;114
938;100;3;114
939;40;8;114
940;70;23;114
941;500;7;114
942;120;31;114
943;10;14;114
944;5;48;114
945;2;21;114
946;250;74;115
947;300;2;115
948;100;20;115
949;120;3;115
950;210;19;115
951;120;4;115
952;2500;7;115
953;500;121;115
954;40;8;115
955;3;51;115
956;500;82;116
957;250;82;116
958;5000;7;116
959;50;65;116
960;200;3;116
961;200;4;116
962;150;21;116
963;50;8;116
964;1500;7;117
965;200;2;117
966;75;4;117
967;150;10;117
968;70;3;117
969;100;89;117
970;50;122;117
971;65;8;117
972;140;26;117
973;1000;5;118
974;400;47;118
975;15;8;118
976;30;11;118
977;5;52;118
978;2;21;118
979;5;48;118
980;1500;7;119
981;200;2;119
982;200;10;119
983;30;89;119
984;125;123;119
985;150;19;119
986;100;121;119
987;60;8;119
988;70;4;119
989;70;3;119
990;50;65;119
991;50;39;119
992;200;2;120
993;120;20;120
994;75;3;120
995;50;8;120
996;70;50;120
997;1500;7;120
998;70;4;120
999;7;48;120
1000;2;21;120
1001;200;74;121
1002;200;124;121
1003;400;2;121
1004;120;3;121
1005;120;4;121
1006;70;20;121
1007;45;8;121
1008;2;51;121
1009;3000;7;121
1010;7;48;121
1011;2;21;121
1012;200;9;122
1013;60;125;122
1014;250;95;122
1015;180;19;122
1016;500;126;122
1017;50;4;122
1018;50;14;122
1019;185;26;122
1020;200;92;123
1021;80;4;123
1022;75;3;123
1023;1000;47;123
1024;50;8;123
1025;100;72;123
1026;5;48;123
1027;3;21;123
1028;500;41;124
1029;750;47;124
1030;300;2;124
1031;70;4;124
1032;50;29;124
1033;7;48;124
1034;2;21;124
1035;15;6;124
1036;750;127;125
1037;250;117;125
1038;500;7;125
1039;30;128;125
1040;250;72;125
1041;1000;47;126
1042;500;0;126
1043;50;8;126
1044;10;29;126
1045;75;4;126
1046;250;72;126
1047;90;26;126
1048;3;48;126
1049;30;6;126
1050;700;30;127
1051;180;37;127
1052;20;52;127
1053;3;48;127
1054;25;8;127
1055;2;129;127
1056;500;69;128
1057;1000;7;128
1058;800;37;128
1059;85;3;128
1060;80;4;128
1061;180;5;128
1062;120;21;128
1063;45;8;128
1064;40;65;128
1065;30;11;128
1066;15;6;128
1067;15;14;128
1068;7;48;128
1069;1300;7;129
1070;150;22;129
1071;180;2;129
1072;160;5;129
1073;50;65;129
1074;15;11;129
1075;70;4;129
1076;200;21;129
1077;350;82;129
1078;40;21;129
1079;45;8;129
1080;30;6;129
1081;10;48;129
1082;10;48;130
1083;20;52;130
1084;100;13;130
1085;100;20;130
1086;120;7;130
1087;900;30;130
1088;1500;47;131
1089;250;9;131
1090;185;9;131
1091;40;65;131
1092;100;2;131
1093;80;3;131
1094;80;4;131
1095;45;8;131
1096;5;6;131
1097;10;48;131
1098;20;14;131
1099;50;4;132
1100;400;12;132
1101;300;2;132
1102;150;3;132
1103;2500;7;132
1104;100;20;132
1105;20;48;132
1106;2;21;132
1107;3;51;132
1108;5;52;133
1109;3;8;133
1110;150;30;133
1111;200;7;133
1112;50;20;133
1113;1;48;133
1114;100;26;133
1115;5;8;133
1116;300;53;134
1117;40;8;134
1118;300;72;134
1119;2;68;134
1120;2;54;134
1121;30;109;134
1122;3;48;134
1123;500;47;135
1124;250;0;135
1125;75;4;135
1126;40;8;135
1127;150;130;135
1128;250;72;135
1129;70;31;135
1130;2;21;135
1131;3;48;135
1132;150;48;136
1133;150;96;136
1134;150;72;136
1135;250;7;136
1136;50;8;136
1137;2;21;136
1138;4;48;136
1139;50;31;136
1140;90;26;137
1141;20;26;137
1142;20;6;137
1143;2;48;137
1144;300;47;137
1145;100;4;138
1146;5000;7;138
1147;1500;15;138
1148;350;20;138
1149;50;8;138
1150;200;3;138
1151;500;1;139
1152;65;4;139
1153;100;5;139
1154;200;72;139
1155;40;8;139
1156;15;6;139
1157;1;21;139
1158;5;48;139
1159;700;47;139
1160;100;120;140
1161;2;116;140
1162;40;8;140
1163;5;11;140
1164;80;5;140
1165;90;4;140
1166;70;3;140
1167;40;22;140
1168;300;9;140
1169;2;131;140
1170;2;120;140
1171;1;21;140
1172;1;51;140
1173;5;132;140
1174;10;88;141
1175;5;48;141
1176;5;65;141
1177;2;34;141
1178;2;21;141
1179;50;50;141
1180;2;116;141
1181;2;133;141
1182;50;10;141
1183;50;10;141
1184;50;22;141
1185;80;3;141
1186;100;4;141
1187;200;134;141
1188;50;135;142
1189;20;136;142
1190;20;65;142
1191;50;1;142
1192;2;21;142
1193;2;120;142
1194;50;3;142
1195;50;10;142
1196;50;10;142
1197;2000;47;143
1198;250;82;143
1199;500;9;143
1200;500;2;143
1201;70;4;143
1202;90;3;143
1203;10;11;143
1204;30;65;143
1205;30;8;143
1206;100;64;143
1207;1;21;143
1208;10;48;143
1209;3000;47;144
1210;300;64;144
1211;450;2;144
1212;1000;10;144
1213;75;3;144
1214;60;4;144
1215;100;20;144
1216;30;65;144
1217;100;65;144
1218;1;21;144
1219;50;20;145
1220;125;7;145
1221;3;48;145
1222;150;7;146
1223;100;38;146
1224;36;11;146
1225;150;72;146
1226;50;31;146
1227;150;3;146
1228;100;21;146
1229;200;1;146
1230;100;4;146
1231;200;10;146
1232;30;4;147
1233;20;14;147
1234;50;19;147
1235;50;26;147
1236;500;7;147
1237;150;89;147
1238;240;137;148
1239;300;19;148
1240;350;7;148
1241;150;80;148
1242;30;40;148
1243;10;4;148
1244;10;14;148
1245;10;14;148
1246;5;48;148
1247;1000;7;149
1248;150;11;149
1249;65;4;149
1250;20;8;149
1251;100;72;149
1252;7;48;149
1253;1000;7;150
1254;200;121;150
1255;200;2;150
1256;75;3;150
1257;65;4;150
1258;50;138;150
1259;160;19;150
1260;30;8;150
1261;15;11;150
1262;2;21;150
1263;300;139;151
1264;100;140;151
1265;350;19;151
1266;85;4;151
1267;50;65;151
1268;180;123;151
1269;30;8;151
1270;50;39;151
1271;1;51;151
1272;5;48;151
1273;1;21;151
1274;1500;7;151
1275;200;121;151
1276;1500;47;152
1277;400;22;152
1278;120;139;152
1279;75;3;152
1280;65;4;152
1281;30;8;152
1282;7;11;152
1283;1;141;152
1284;5;48;152
1285;20;6;152
1286;500;142;153
1287;150;31;153
1288;150;31;153
1289;150;118;153
1290;65;4;153
1291;100;143;153
1292;30;8;153
1293;1;83;153
1294;1;21;153
1295;2;48;153
1296;35;28;154
1297;15;4;154
1298;100;14;154
1299;50;10;154
1300;100;26;154
1301;150;2;154
1302;70;5;154
1303;66;19;154
1304;70;99;154
1305;250;5;155
1306;300;21;155
1307;65;4;155
1308;15;11;155
1309;60;8;155
1310;1;21;155
1311;1;144;155
1312;7;48;155
1313;1;52;155
1314;1000;7;155
1315;1000;7;156
1316;500;3;156
1317;65;4;156
1318;150;145;156
1319;45;8;156
1320;15;11;156
1321;15;68;156
1322;7;48;156
1323;50;80;157
1324;3;21;157
1325;3;48;157
1326;10;8;157
1327;1000;47;157
1328;300;146;157
1329;100;4;157
1330;100;3;157
1331;500;99;158
1332;250;7;158
1333;240;19;158
1334;15;11;158
1335;50;27;158
1336;30;8;158
1337;20;6;158
1338;20;14;158
1339;20;14;158
1340;1;21;158
1341;2;48;158
1342;1500;47;159
1343;300;89;159
1344;75;3;159
1345;65;4;159
1346;30;8;159
1347;250;26;159
1348;5;48;159
1349;200;114;160
1350;50;13;160
1351;300;2;160
1352;65;4;160
1353;75;3;160
1354;120;21;160
1355;30;8;160
1356;60;99;160
1357;60;29;160
1358;20;6;160
1359;1;21;160
1360;7;48;160
1361;1700;7;160
1362;400;147;161
1363;300;5;161
1364;100;19;161
1365;120;21;161
1366;45;8;161
1367;30;40;161
1368;15;144;161
1369;1;21;161
1370;3;48;161
1371;150;48;162
1372;250;19;162
1373;200;21;162
1374;80;50;162
1375;15;40;162
1376;20;6;162
1377;15;8;162
1378;50;7;162
1379;25;28;162
1380;1;21;162
1381;3;48;162
1382;400;19;163
1383;360;19;163
1384;7;11;163
1385;500;99;163
1386;30;8;163
1387;20;6;163
1388;20;14;163
1389;1;48;163
1390;140;48;164
1391;400;127;164
1392;15;40;164
1393;20;128;164
1394;1;48;164
1395;200;10;165
1396;100;10;165
1397;75;3;165
1398;100;130;165
1399;75;4;165
1400;250;2;165
1401;20;8;165
1402;1;21;165
1403;5;48;165
1404;800;47;165
1405;20;47;166
1406;50;8;166
1407;400;148;166
1408;20;11;166
1409;800;46;166
1410;200;4;166
1411;50;68;166
1412;400;0;166
1413;1000;7;166
1414;250;1;166
1415;5;14;167
1416;5;48;167
1417;5;34;167
1418;3;59;167
1419;3;68;167
1420;400;21;167
1421;600;3;167
1422;30;8;167
1423;150;32;167
1424;200;149;167
1425;2000;7;167
1426;150;56;168
1427;21;8;168
1428;1500;7;168
1429;285;7;168
1430;450;1;168
1431;100;4;168
1432;100;26;169
1433;5;8;169
1434;30;4;169
1435;50;5;169
1436;100;22;169
1437;200;12;170
1438;10;48;170
1439;10;11;170
1440;10;14;170
1441;10;6;170
1442;5;8;170
1443;110;20;171
1444;250;7;171
1445;10;8;171
1446;20;52;171
1447;3;48;171
1448;250;30;171
1449;20;150;171
1450;20;151;171
1451;100;26;172
1452;50;21;172
1453;50;5;172
1454;50;4;172
1455;3;48;172
1456;3;21;172
1457;10;14;172
1458;5;8;172
1459;50;152;172
1460;50;138;173
1461;100;30;173
1462;30;30;173
1463;5;109;173
1464;100;153;173
1465;30;147;173
1466;100;25;174
1467;50;31;174
1468;160;29;174
1469;100;154;174
1470;50;19;174
1471;3;48;174
1472;3;155;174
1473;3;52;174
1474;10;8;174
1475;100;26;175
1476;30;80;175
1477;10;8;175
1478;60;28;175
1479;10;156;175
1480;3;48;175
1481;50;20;176
1482;200;7;176
1483;50;26;176
1484;20;8;176
1485;3;48;176
1486;5;14;176
1487;5;6;176
1488;50;20;177
1489;100;7;177
1490;100;30;177
1491;3;48;177
1492;400;114;178
1493;100;21;178
1494;50;4;178
1495;100;31;178
1496;50;26;178
1497;10;48;178
1498;200;4;179
1499;10;52;179
1500;5;8;179
1501;3;48;179
1502;250;152;180
1503;250;37;180
1504;200;23;180
1505;250;5;180
1506;100;80;180
1507;10;48;180
1508;50;87;180
1509;20;14;180
1510;250;29;181
1511;20;8;181
1512;200;7;181
1513;5;157;181
1514;10;48;181
1515;500;64;182
1516;250;25;182
1517;150;4;182
1518;50;4;182
1519;10;48;182
1520;5;21;182
1521;600;16;183
1522;80;31;183
1523;200;3;183
1524;200;4;183
1525;200;99;183
1526;500;21;184
1527;500;0;184
1528;50;123;184
1529;20;8;184
1530;200;87;184
1531;10;48;184
1532;3;21;184
1533;5;88;184
1534;400;7;185
1535;20;8;185
1536;8;48;185
1537;160;13;185
1538;600;35;186
1539;400;0;186
1540;50;8;186
1541;10;48;186
1542;3;21;186
1543;20;6;186
1544;100;72;186
1545;800;3;187
1546;150;30;187
1547;70;20;187
1548;50;26;187
1549;40;29;187
1550;5;8;187
1551;100;80;187
1552;10;48;187
1553;80;13;188
1554;200;50;188
1555;100;26;188
1556;100;38;188
1557;100;80;188
1558;10;48;188
1559;150;15;188
1560;800;2;189
1561;100;26;189
1562;50;29;189
1563;5;155;189
1564;50;8;189
1565;10;48;189
1566;200;80;189
1567;200;20;190
1568;200;30;190
1569;120;7;190
1570;320;153;190
1571;40;52;190
1572;100;26;190
1573;20;38;190
1574;3;8;190
1575;5;48;190
1576;80;99;190
1577;300;32;191
1578;150;65;191
1579;20;11;191
1580;10;11;191
1581;10;48;191
1582;600;7;191
1583;240;37;192
1584;500;7;192
1585;400;153;192
1586;50;26;192
1587;40;52;192
1588;20;8;192
1589;20;38;192
1590;20;80;192
1591;500;76;193
1592;150;4;193
1593;200;3;193
1594;10;8;193
1595;10;11;193
1596;50;65;193
1597;50;78;193
1598;3;21;193
1599;5;48;193
1600;10;14;193
1601;10;158;193
1602;600;112;194
1603;100;4;194
1604;3;21;194
1605;5;48;194
1606;10;14;194
1607;100;80;194
1608;20;8;194
1609;600;159;195
1610;40;29;195
1611;40;40;195
1612;40;72;195
1613;40;40;195
1614;25;160;195
1615;150;0;195
1616;3;21;195
1617;5;48;195
1618;600;161;196
1619;120;29;196
1620;50;6;196
1621;10;8;196
1622;5;48;196
1623;3;21;196
1624;600;161;197
1625;500;40;197
1626;5;48;197
1627;10;120;197
1628;400;64;198
1629;40;11;198
1630;10;8;198
1631;200;4;198
1632;10;52;198
1633;5;48;198
1634;3;21;198
1635;10;6;198
1636;500;35;199
1637;300;4;199
1638;40;29;199
1639;20;8;199
1640;200;80;199
1641;100;7;199
1642;10;52;199
1643;5;48;199
