id;weight;ingredient_id;recipe_id
1644;3;21;199
1645;600;82;200
1646;500;7;200
1647;300;4;200
1648;10;8;200
1649;40;65;200
1650;600;10;200
1651;3;21;200
1652;3;48;200
1653;3;120;200
1654;50;80;200
1655;200;63;201
1656;300;4;201
1657;30;11;201
1658;20;8;201
1659;10;52;201
1660;3;21;201
1661;5;48;201
1662;400;15;201
1663;50;20;202
1664;400;30;202
1665;100;27;202
1666;20;52;202
1667;20;8;202
1668;100;26;202
1669;2;162;202
1670;300;163;202
1671;500;72;202
1672;100;5;203
1673;20;139;203
1674;20;29;203
1675;2;48;203
1676;2;21;203
1677;600;12;204
1678;20;8;204
1679;120;21;205
1680;120;5;205
1681;150;164;205
1682;30;31;205
1683;100;20;206
1684;50;4;206
1685;80;21;206
1686;80;5;206
1687;10;8;206
1688;3;48;206
1689;300;7;206
1690;5;165;207
1691;10;166;207
1692;5;11;207
1693;120;15;207
1694;1000;2;208
1695;20;8;208
1696;500;10;209
1697;300;5;209
1698;100;80;209
1699;10;8;209
1700;50;31;209
1701;200;167;210
1702;50;26;210
1703;10;29;210
1704;10;8;210
1705;400;5;211
1706;400;168;211
1707;10;40;211
1708;5;52;211
1709;5;8;211
1710;50;138;212
1711;100;169;212
1712;100;99;212
1713;10;170;212
1714;30;30;212
1715;50;26;212
1716;40;28;212
1717;150;7;212
1718;80;12;213
1719;100;0;213
1720;100;28;213
1721;5;8;213
1722;10;6;213
1723;20;31;213
1724;180;26;214
1725;100;33;214
1726;30;14;214
1727;80;5;214
1728;20;8;214
1729;40;31;214
1730;100;10;215
1731;100;114;215
1732;50;80;215
1733;40;100;216
1734;3;8;216
1735;40;7;216
1736;100;82;217
1737;50;10;217
1738;50;10;217
1739;50;3;217
1740;50;4;217
1741;100;5;217
1742;100;4;218
1743;120;37;218
1744;100;60;218
1745;50;72;218
1746;30;31;218
1747;5;8;218
1748;100;18;218
1749;120;7;218
1750;500;114;219
1751;600;53;219
1752;300;29;219
1753;200;26;219
1754;5;155;219
1755;3;8;219
1756;300;30;219
1757;20;80;219
1758;120;13;220
1759;400;10;220
1760;200;4;220
1761;200;3;220
1762;400;64;220
1763;5;8;220
1764;100;65;220
1765;10;105;220
1766;400;21;221
1767;400;82;221
1768;80;20;221
1769;100;4;221
1770;100;65;221
1771;5;105;221
1772;20;14;221
1773;300;53;222
1774;100;4;222
1775;100;3;222
1776;100;99;222
1777;30;14;222
1778;5;8;222
1779;3;48;222
1780;1;21;222
1781;1;21;222
1782;200;15;222
1783;150;113;223
1784;50;39;223
1785;10;6;223
1786;5;14;223
1787;100;28;224
1788;80;114;224
1789;10;87;224
1790;20;87;224
1791;10;4;224
1792;5;68;224
1793;3;11;224
1794;10;88;224
1795;500;7;225
1796;5;48;225
1797;200;171;225
1798;1800;1;226
1799;300;4;226
1800;300;3;226
1801;500;21;226
1802;1000;5;226
1803;35;8;226
1804;50;6;226
1805;50;6;226
1806;50;14;226
1807;30;11;226
1808;220;4;227
1809;110;3;227
1810;510;2;227
1811;400;0;227
1812;23;8;227
1813;200;7;227
1814;25;4;228
1815;1;48;228
1816;400;114;228
1817;1;21;228
1818;70;26;228
1819;20;8;228
1820;30;8;229
1821;100;21;229
1822;100;5;229
1823;200;1;229
1824;50;4;229
1825;10;14;230
1826;100;31;230
1827;50;72;230
1828;10;29;230
1829;120;4;230
1830;300;12;230
1831;10;8;230
1832;600;15;231
1833;300;1;231
1834;200;31;231
1835;100;99;231
1836;300;99;232
1837;1000;7;232
1838;5;48;232
1839;500;64;232
1840;450;32;232
1841;2;48;233
1842;100;4;233
1843;1;21;233
1844;800;2;233
1845;100;26;233
1846;300;7;233
1847;800;29;233
1848;2;48;234
1849;1000;2;234
1850;1;21;234
1851;400;31;234
1852;400;80;234
1853;20;8;234
1854;5;48;235
1855;150;31;235
1856;30;4;235
1857;15;11;235
1858;700;2;235
1859;700;15;235
1860;200;172;235
1861;30;172;236
1862;100;25;236
1863;150;153;236
1864;100;80;237
1865;5;48;237
1866;15;8;237
1867;5;21;237
1868;70;21;237
1869;120;3;237
1870;80;4;237
1871;1200;1;237
1872;150;13;237
1873;250;64;237
1874;250;82;237
1875;93;23;238
1876;5;94;238
1877;100;91;238
1878;150;25;238
1879;30;4;238
1880;100;19;238
1881;100;12;238
1882;200;2;239
1883;100;15;239
1884;200;15;240
1885;500;112;240
1886;300;2;240
1887;34;40;240
1888;48;26;240
1889;25;105;240
1890;3;48;240
1891;450;0;241
1892;400;22;241
1893;3;48;241
1894;20;8;241
1895;240;42;241
1896;30;4;241
1897;7;11;241
1898;374;3;242
1899;800;7;242
1900;410;12;242
1901;400;13;242
1902;238;4;242
1903;80;8;242
1904;50;3;243
1905;5;11;243
1906;63;4;243
1907;310;0;243
1908;890;2;243
1909;800;12;244
1910;100;4;244
1911;200;2;244
1912;10;48;244
1913;400;15;245
1914;150;4;245
1915;200;111;245
1916;800;10;245
1917;1;51;245
1918;1;21;245
1919;5;48;245
1920;10;11;245
1921;20;8;246
1922;300;22;246
1923;70;65;246
1924;30;11;246
1925;140;21;246
1926;95;4;246
1927;370;3;246
1928;325;7;246
1929;30;29;247
1930;40;8;247
1931;500;2;247
1932;30;8;247
1933;110;26;247
1934;100;173;248
1935;30;80;248
1936;20;31;248
1937;50;154;248
1938;30;4;248
1939;40;8;249
1940;5;21;249
1941;5;11;249
1942;10;48;249
1943;1000;2;249
1944;10;8;250
1945;200;8;250
1946;600;49;250
1947;4;48;250
1948;2;21;250
1949;150;3;250
1950;1000;114;251
1951;5;11;251
1952;100;65;251
1953;10;21;251
1954;10;48;251
1955;100;7;251
1956;100;4;251
1957;140;26;251
1958;15;8;252
1959;20;30;252
1960;45;174;252
1961;15;48;252
1962;65;26;252
1963;260;74;252
1964;120;175;252
1965;280;4;252
1966;150;11;252
1967;180;2;252
1968;800;114;252
1969;850;10;253
1970;30;65;253
1971;40;8;253
1972;150;13;253
1973;150;3;253
1974;60;4;253
1975;300;0;253
1976;575;35;254
1977;730;1;254
1978;5;8;254
1979;110;4;254
1980;50;29;254
1981;100;91;254
1982;3;14;255
1983;5;48;255
1984;3;21;255
1985;90;105;255
1986;75;172;255
1987;500;12;255
1988;50;8;255
1989;50;26;255
1990;150;4;255
1991;100;10;256
1992;25;4;256
1993;30;31;256
1994;50;176;256
1995;100;176;256
1996;20;80;256
1997;700;10;257
1998;50;3;257
1999;50;4;257
2000;50;8;257
2001;50;8;258
2002;600;82;258
2003;800;7;258
2004;300;3;258
2005;300;2;258
2006;70;4;258
2007;15;29;258
2008;3;21;258
2009;3;27;258
2010;30;8;259
2011;1000;7;259
2012;350;37;259
2013;800;13;260
2014;180;26;260
2015;250;154;260
2016;200;31;260
2017;50;80;260
2018;120;5;260
2019;150;31;261
2020;200;72;261
2021;45;26;261
2022;20;11;261
2023;120;4;261
2024;500;15;261
2025;40;138;262
2026;107;26;262
2027;100;30;262
2028;400;10;262
2029;27;8;262
2030;100;0;262
2031;53;31;262
2032;200;7;262
2033;300;64;263
2034;300;7;263
2035;6;8;263
2036;201;4;263
2037;100;5;263
2038;100;21;263
2039;50;3;263
2040;150;80;263
2041;400;1;264
2042;50;26;264
2043;100;29;264
2044;60;8;264
2045;500;22;265
2046;50;3;265
2047;50;4;265
2048;45;8;266
2049;170;4;266
2050;450;3;266
2051;930;9;266
2052;20;7;267
2053;50;28;267
2054;280;26;267
2055;15;4;267
2056;50;30;267
2057;3;11;267
2058;1000;114;267
2059;10;8;268
2060;2;48;268
2061;10;52;268
2062;150;30;268
2063;80;177;268
2064;100;7;268
2065;60;63;268
2066;150;53;268
2067;10;48;269
2068;100;7;269
2069;50;8;269
2070;400;4;269
2071;400;3;269
2072;700;10;269
2073;3;58;269
2074;1;51;269
2075;3;21;269
2076;30;14;270
2077;300;0;270
2078;200;4;270
2079;200;80;270
2080;30;11;270
2081;100;26;270
2082;6;21;270
2083;50;8;270
2084;7;48;270
2085;30;38;270
2086;800;2;270
2087;100;4;271
2088;250;12;271
2089;50;8;271
2090;250;22;271
2091;100;5;271
2092;50;21;271
2093;15;8;272
2094;5;48;272
2095;30;4;272
2096;150;178;272
2097;400;178;272
2098;300;0;273
2099;200;20;273
2100;400;7;273
2101;20;11;273
2102;1800;101;273
2103;10;68;274
2104;20;105;274
2105;300;142;274
2106;20;40;274
2107;5;48;274
2108;20;8;274
2109;5;52;274
2110;10;14;274
2111;3;21;274
2112;75;4;274
2113;500;82;274
2114;250;5;274
2115;200;13;275
2116;300;7;275
2117;200;3;275
2118;200;0;275
2119;20;11;275
2120;50;8;275
2121;180;20;276
2122;400;7;276
2123;30;170;276
2124;60;151;276
2125;5;179;276
2126;500;2;277
2127;100;3;277
2128;150;180;277
2129;150;50;277
2130;30;14;277
2131;20;11;277
2132;50;8;277
2133;10;48;277
2134;4;21;277
2135;500;3;278
2136;10;11;278
2137;20;8;278
2138;5;21;278
2139;5;48;278
2140;720;180;279
2141;20;8;279
2142;35;170;279
2143;200;117;279
2144;2;48;279
2145;3;21;279
2146;100;92;280
2147;100;181;280
2148;100;23;280
2149;100;31;280
2150;200;29;280
2151;300;25;280
2152;150;13;280
2153;300;26;280
2154;300;0;280
2155;180;19;281
2156;8;48;281
2157;6;21;281
2158;20;172;281
2159;5;68;281
2160;25;6;281
2161;6;11;281
2162;50;80;281
2163;100;29;281
2164;30;31;281
2165;55;4;281
2166;100;2;281
2167;150;20;281
2168;3;48;282
2169;10;6;282
2170;3;21;282
2171;20;8;282
2172;200;15;282
2173;150;26;282
2174;45;174;282
2175;50;30;282
2176;50;4;283
2177;150;30;283
2178;100;8;283
2179;5;48;283
2180;800;2;283
2181;100;80;284
2182;3;21;284
2183;2;51;284
2184;200;114;284
2185;3;48;284
2186;200;29;284
2187;120;7;284
2188;150;26;284
2189;20;14;284
2190;120;182;285
2191;8;48;285
2192;100;8;285
2193;100;8;285
2194;350;0;285
2195;15;29;285
2196;250;117;285
2197;250;183;285
2198;50;31;286
2199;200;21;286
2200;100;80;286
2201;200;3;286
2202;200;4;286
2203;200;184;286
2204;5;8;286
2205;100;20;287
2206;400;7;287
2207;200;111;287
2208;20;8;287
2209;5;48;288
2210;1000;49;288
2211;5;21;288
2212;150;3;288
2213;85;4;288
2214;50;8;288
2215;1000;7;288
2216;4;48;289
2217;400;185;289
2218;400;178;289
2219;1000;114;290
2220;20;158;290
2221;6;21;290
2222;175;21;290
2223;12;11;290
2224;50;11;290
2225;120;31;290
2226;9;120;290
2227;15;48;290
2228;175;21;290
2229;100;21;290
2230;45;4;290
2231;5;88;290
2232;20;8;290
2233;300;8;291
2234;300;22;291
2235;150;3;291
2236;130;4;291
2237;1500;55;292
2238;150;29;292
2239;100;8;292
2240;10;48;292
2241;180;4;292
2242;200;148;292
2243;20;80;292
2244;10;58;292
2245;3;48;293
2246;5;8;293
2247;50;6;293
2248;3;21;293
2249;100;31;293
2250;200;171;293
2251;400;7;293
2252;100;3;294
2253;1200;7;294
2254;1000;186;294
2255;300;4;294
2256;100;50;294
2257;30;72;294
2258;200;0;294
2259;50;160;294
2260;50;14;294
2261;100;8;294
2262;30;29;294
2263;1000;187;295
2264;100;29;295
2265;6;48;295
2266;100;8;295
2267;180;4;295
2268;180;4;296
2269;10;58;296
2270;6;48;296
2271;75;29;296
2272;100;8;296
2273;1000;188;296
2274;650;93;297
2275;5;48;297
2276;5;21;297
2277;50;38;297
2278;30;8;297
2279;55;26;297
2280;40;28;297
2281;100;4;297
2282;25;11;297
2283;500;114;298
2284;60;13;298
2285;100;4;298
2286;100;3;298
2287;50;8;298
2288;500;7;298
2289;50;26;298
2290;40;65;298
2291;40;80;298
2292;50;8;299
2293;100;189;299
2294;150;151;299
2295;750;7;299
2296;100;7;299
2297;100;150;299
2298;300;13;299
2299;20;52;299
2300;100;26;299
2301;50;29;299
2302;2;21;300
2303;3;48;300
2304;50;80;300
2305;50;26;300
2306;150;4;300
2307;300;71;300
2308;600;71;301
2309;7;11;301
2310;50;8;301
2311;3;48;301
2312;30;6;301
2313;15;8;302
2314;250;4;302
2315;120;28;302
2316;20;94;302
2317;5;48;302
2318;3;21;302
2319;350;64;302
2320;150;7;302
2321;150;142;302
2322;100;8;303
2323;400;7;303
2324;300;49;303
2325;1;48;303
2326;1;21;303
2327;1;11;303
2328;50;4;303
2329;150;10;304
2330;18;8;304
2331;30;4;304
2332;30;90;304
2333;3;48;304
2334;1;83;304
2335;1;4;304
2336;1;50;304
2337;1;34;304
2338;1;6;304
2339;1;21;304
2340;1;3;304
2341;50;8;305
2342;6;48;305
2343;400;7;305
2344;200;4;305
2345;700;190;305
2346;800;2;305
2347;100;26;306
2348;18;8;306
2349;3;48;306
2350;10;14;306
2351;150;2;306
2352;10;30;306
2353;200;135;307
2354;20;74;307
2355;200;3;307
2356;100;4;307
2357;3;48;307
2358;20;88;307
2359;20;136;307
2360;10;8;307
2361;10;8;308
2362;100;4;308
2363;100;3;308
2364;300;191;308
2365;100;5;308
2366;5;48;308
2367;2;21;308
2368;4;21;309
2369;120;4;309
2370;250;7;309
2371;4;48;309
2372;1000;79;309
2373;20;14;310
2374;2;51;310
2375;5;86;310
2376;5;48;310
2377;30;8;310
2378;30;88;310
2379;10;11;310
2380;1000;192;310
2381;30;11;311
2382;5;158;311
2383;30;8;311
2384;1200;93;311
2385;10;48;312
2386;1500;7;312
2387;300;64;312
2388;10;14;313
2389;5;48;313
2390;100;7;313
2391;10;4;313
2392;100;4;313
2393;600;193;313
2394;30;8;313
2395;3;21;314
2396;2;48;314
2397;500;93;314
2398;5;48;315
2399;30;6;315
2400;2;144;315
2401;150;65;315
2402;400;0;315
2403;10;11;315
2404;100;4;315
2405;400;22;315
2406;500;114;315
2407;3;8;316
2408;3;48;316
2409;1;21;316
2410;2;11;316
2411;30;11;316
2412;140;20;316
2413;100;19;316
2414;120;5;316
2415;500;114;317
2416;100;4;317
2417;10;11;317
2418;300;22;317
2419;300;0;317
2420;100;65;317
2421;30;6;317
2422;3;144;317
2423;5;48;317
2424;200;37;317
2425;600;12;318
2426;5;8;318
2427;3;24;318
2428;2;27;318
2429;2;21;318
2430;3;48;318
2431;50;31;319
2432;50;164;319
2433;55;154;319
2434;100;6;320
2435;100;8;320
2436;1;21;320
2437;600;2;320
2438;200;111;320
2439;300;194;320
2440;1500;195;320
2441;400;178;321
2442;20;8;321
2443;5;48;321
2444;500;7;321
2445;1500;15;322
2446;500;26;322
2447;150;3;322
2448;400;10;322
2449;400;2;322
2450;300;30;322
2451;5;48;322
2452;3;21;322
2453;400;26;323
2454;400;30;323
2455;80;20;323
2456;10;8;323
2457;100;80;323
2458;3;48;323
2459;300;25;324
2460;50;8;324
2461;5;155;324
2462;5;48;324
2463;10;52;324
2464;400;29;324
2465;400;82;324
2466;400;2;324
2467;150;4;324
2468;3;21;324
2469;3;116;324
2470;30;157;325
2471;500;30;325
2472;20;129;325
2473;5;48;325
2474;250;8;325
2475;1500;15;325
2476;1000;29;325
2477;200;4;325
2478;3;21;325
2479;50;26;325
2480;600;30;326
2481;30;157;326
2482;50;26;326
2483;5;48;326
2484;3;21;326
2485;600;29;326
2486;200;4;326
2487;1000;114;326
2488;200;7;326
2489;150;8;326
2490;4;48;327
2491;15;6;327
2492;70;21;327
2493;100;8;327
2494;50;40;327
2495;3;196;327
2496;200;197;327
2497;200;0;327
2498;5;14;327
2499;200;3;327
2500;600;76;327
2501;20;40;327
2502;15;21;327
2503;400;178;328
2504;20;8;328
2505;4;48;328
2506;700;7;328
2507;200;7;329
2508;500;29;329
2509;5;48;329
2510;400;64;329
2511;350;10;329
2512;50;6;329
2513;50;4;329
2514;10;11;329
2515;10;68;329
2516;40;88;329
2517;40;81;329
2518;20;8;329
2519;1;21;329
2520;1000;198;330
2521;200;142;330
2522;50;52;330
2523;50;88;330
2524;5;68;330
2525;5;54;330
2526;20;8;330
2527;5;6;330
2528;600;199;331
2529;50;105;331
2530;5;48;331
2531;50;4;331
2532;10;68;331
2533;100;65;331
2534;100;7;331
2535;20;81;331
2536;10;52;331
2537;10;27;331
2538;50;87;331
2539;200;5;332
2540;5;11;332
2541;80;172;332
2542;300;114;332
2543;100;30;332
2544;80;3;332
2545;150;4;332
2546;50;20;332
2547;60;29;332
2548;250;1;332
2549;100;26;332
2550;5;48;333
2551;500;200;333
2552;200;201;333
2553;150;4;333
2554;60;26;333
2555;250;30;334
2556;10;202;334
2557;2;203;334
2558;1;48;334
2559;1;162;334
2560;8;21;335
2561;75;4;335
2562;100;8;335
2563;250;7;335
2564;4;48;335
2565;700;198;335
2566;300;7;336
2567;5;48;336
2568;40;202;336
2569;600;35;336
2570;600;76;337
2571;10;68;337
2572;20;40;337
2573;20;88;337
2574;5;94;337
2575;20;170;337
2576;5;102;337
2577;500;29;338
2578;1000;153;338
2579;325;26;338
2580;20;129;338
2581;120;52;338
2582;15;48;338
2583;20;8;339
2584;150;139;339
2585;5;21;339
2586;7;48;339
2587;120;26;339
2588;300;37;339
2589;70;65;340
2590;600;4;340
2591;20;8;340
2592;300;3;340
2593;40;81;340
2594;600;192;340
2595;3;48;341
2596;50;172;341
2597;100;40;341
2598;1000;93;341
2599;100;8;341
2600;150;4;341
2601;10;48;342
2602;10;8;342
2603;50;6;342
2604;300;3;342
2605;100;31;342
2606;400;0;342
2607;200;5;342
2608;600;1;342
2609;50;4;342
2610;150;30;342
2611;130;153;343
2612;150;21;344
2613;10;8;344
2614;200;5;344
2615;10;11;344
2616;200;164;344
2617;1200;12;344
2618;15;52;345
2619;400;29;345
2620;150;26;345
2621;34;8;345
2622;250;181;345
2623;160;31;345
2624;550;30;345
2625;12;170;346
2626;170;7;346
2627;37;138;346
2628;6;27;346
2629;22;27;346
2630;4;48;347
2631;40;38;347
2632;25;8;347
2633;500;7;347
2634;100;26;347
2635;150;4;347
2636;400;114;347
2637;150;0;347
2638;20;48;348
2639;3;27;348
2640;500;204;348
2641;100;8;348
2642;100;12;349
2643;200;205;349
2644;3;48;350
2645;200;201;350
2646;55;26;350
2647;200;153;350
2648;5;52;350
2649;200;138;350
2650;5;14;351
2651;5;8;351
2652;1;48;351
2653;50;30;351
2654;100;26;351
2655;2;21;352
2656;10;14;352
2657;13;8;352
2658;3;48;352
2659;117;26;352
2660;500;7;353
2661;30;29;353
2662;200;42;353
2663;150;4;353
2664;150;138;353
2665;20;8;353
2666;400;98;354
2667;15;80;354
2668;30;8;355
2669;5;48;355
2670;400;178;355
2671;800;7;355
2672;700;12;356
2673;50;14;356
2674;50;29;356
2675;10;11;356
2676;15;8;356
2677;20;81;356
2678;200;72;357
2679;700;50;357
2680;400;7;357
2681;10;48;357
2682;10;11;357
2683;5;11;358
2684;150;8;358
2685;4;48;358
2686;300;0;358
2687;150;26;358
2688;200;28;358
2689;100;30;358
2690;75;4;358
2691;500;114;358
2692;50;26;358
2693;600;7;358
2694;2;21;359
2695;2;48;359
2696;20;26;359
2697;20;14;359
2698;20;8;359
2699;200;3;359
2700;100;4;359
2701;300;1;359
2702;200;53;359
2703;400;23;359
2704;1000;12;359
2705;10;6;360
2706;10;14;360
2707;10;11;360
2708;130;4;360
2709;300;90;360
2710;150;3;360
2711;300;206;360
2712;40;8;360
2713;800;159;361
2714;7;48;361
2715;5;21;361
2716;20;6;361
2717;200;4;361
2718;50;40;361
2719;30;8;361
2720;150;4;362
2721;500;7;362
2722;4;48;362
2723;1000;93;362
2724;6;11;363
2725;32;14;363
2726;840;12;363
2727;20;207;363
2728;282;153;363
2729;5;144;364
2730;10;11;364
2731;150;0;364
2732;10;14;364
2733;350;5;364
2734;25;21;364
2735;600;12;364
2736;6;14;365
2737;56;26;365
2738;44;91;365
2739;8;88;365
2740;46;91;366
2741;80;208;366
2742;25;58;366
2743;200;7;366
2744;300;12;366
2745;22;48;366
2746;5;21;367
2747;30;6;367
2748;94;26;367
2749;12;11;367
2750;75;4;367
2751;5;48;367
2752;40;29;367
2753;300;12;367
2754;300;65;368
2755;5;48;368
2756;20;29;368
2757;25;11;368
2758;15;8;368
2759;30;160;368
2760;150;30;368
2761;700;18;368
2762;15;8;369
2763;30;129;369
2764;10;48;369
2765;1000;30;369
2766;250;63;369
2767;1000;113;370
2768;200;145;370
2769;50;27;370
2770;50;31;370
2771;10;48;370
2772;30;14;370
2773;6;21;370
2774;75;3;371
2775;100;1;371
2776;100;2;371
2777;125;7;371
2778;5;48;371
2779;150;10;371
2780;70;4;371
2781;70;8;371
2782;3;21;371
2783;3;209;371
2784;2;51;371
2785;15;14;371
2786;15;4;371
2787;5;11;371
2788;30;90;371
2789;15;11;372
2790;3;6;372
2791;15;8;372
2792;100;4;372
2793;100;3;372
2794;200;1;372
2795;500;114;372
2796;15;8;373
2797;100;26;373
2798;600;30;373
2799;70;4;373
2800;500;168;373
2801;60;65;374
2802;40;88;374
2803;300;71;374
2804;200;50;374
2805;250;3;374
2806;100;4;374
2807;150;21;374
2808;40;8;374
2809;70;4;375
2810;37;88;375
2811;18;8;375
2812;380;12;375
2813;150;75;375
2814;410;46;375
2815;152;198;375
2816;15;4;375
2817;30;8;376
2818;260;26;376
2819;70;4;376
2820;100;5;376
2821;200;30;377
2822;200;7;377
2823;1500;2;377
2824;350;30;377
2825;30;8;378
2826;100;4;378
2827;500;210;378
2828;150;80;378
2829;300;1;378
2830;300;0;378
2831;400;82;379
2832;500;20;379
2833;1000;2;379
2834;150;3;379
2835;240;4;379
2836;100;4;379
2837;100;14;379
2838;250;26;379
2839;200;8;379
2840;50;17;379
2841;10;48;379
2842;1200;7;379
2843;600;7;380
2844;400;64;380
2845;200;3;380
2846;400;82;380
2847;200;4;380
2848;200;20;380
2849;100;8;381
2850;300;4;381
2851;300;3;381
2852;850;211;381
2853;160;26;382
2854;25;48;382
2855;500;82;382
2856;250;5;383
2857;150;21;383
2858;150;21;383
2859;18;11;383
2860;60;40;383
2861;15;21;383
2862;6;48;383
2863;10;4;383
2864;10;81;383
2865;20;8;383
2866;230;164;383
2867;1000;93;383
2868;15;6;383
2869;1000;55;384
2870;300;80;384
2871;20;8;385
2872;10;11;385
2873;5;48;385
2874;15;144;385
2875;390;90;385
2876;350;65;385
2877;5;14;386
2878;40;80;386
2879;5;48;386
2880;5;21;386
2881;300;167;386
2882;1;34;387
2883;1;14;387
2884;290;25;387
2885;330;0;387
2886;10;94;387
2887;374;49;387
2888;8;14;388
2889;5;48;388
2890;40;21;388
2891;50;0;388
2892;250;12;388
2893;10;48;389
2894;5;83;389
2895;50;26;389
2896;75;4;389
2897;115;10;389
2898;130;5;389
2899;30;138;389
2900;470;15;389
2901;300;18;390
2902;200;26;390
2903;500;153;390
2904;5;48;391
2905;600;7;391
2906;200;20;391
2907;20;8;392
2908;10;48;392
2909;800;7;392
2910;200;70;392
2911;10;39;393
2912;5;48;393
2913;300;212;393
2914;1;88;394
2915;1;14;394
2916;5;4;394
2917;120;26;394
2918;500;12;395
2919;100;4;395
2920;10;11;395
2921;200;90;395
2922;50;65;395
2923;5;144;395
2924;10;8;395
2925;112;5;396
2926;30;8;396
2927;230;35;396
2928;150;21;396
2929;55;3;396
2930;110;4;396
2931;5;48;396
2932;50;7;396
2933;10;8;397
2934;125;7;397
2935;200;29;397
2936;80;213;397
2937;6;157;397
2938;90;26;397
2939;1;48;397
2940;3;52;397
2941;50;31;397
2942;600;10;398
2943;200;7;398
2944;3;48;398
2945;50;8;398
2946;50;65;398
2947;50;4;398
2948;100;3;398
2949;300;93;399
2950;20;20;399
2951;20;29;399
2952;80;4;399
2953;50;26;399
2954;50;14;399
2955;20;8;399
2956;5;48;399
2957;3;21;399
2958;250;30;400
2959;5;48;400
2960;60;20;400
2961;10;48;401
2962;47;26;401
2963;50;26;402
2964;10;48;402
2965;4;48;403
2966;100;26;403
2967;200;1;403
2968;1000;15;403
2969;5;51;404
2970;5;21;404
2971;5;48;404
2972;1000;7;404
2973;200;167;404
2974;5;48;405
2975;100;18;405
2976;250;7;405
2977;20;11;406
2978;10;14;406
2979;200;5;406
2980;200;2;406
2981;300;93;406
2982;150;25;406
2983;8;8;407
2984;85;21;407
2985;130;5;407
2986;50;26;407
2987;50;31;407
2988;500;82;408
2989;500;2;408
2990;80;3;408
2991;150;50;408
2992;120;4;408
2993;10;11;408
2994;500;142;408
2995;20;8;408
2996;5;48;408
2997;3;21;408
2998;1000;43;409
2999;20;29;409
3000;200;117;409
3001;200;47;409
3002;15;6;409
3003;60;160;409
3004;80;72;409
3005;30;40;409
3006;300;0;409
3007;25;8;410
3008;70;4;410
3009;75;3;410
3010;1000;0;410
3011;800;168;411
3012;200;168;411
3013;50;8;411
3014;30;27;411
3015;10;11;411
3016;50;6;411
3017;50;40;411
3018;40;8;412
3019;15;48;412
3020;60;4;412
3021;600;2;412
3022;5;83;413
3023;5;115;413
3024;5;21;413
3025;5;48;413
3026;50;26;413
3027;100;30;413
3028;500;15;413
3029;5;21;414
3030;500;40;414
3031;5;48;414
3032;10;11;414
3033;30;105;414
3034;500;114;414
3035;100;4;414
3036;80;4;415
3037;5;83;415
3038;5;21;415
3039;7;11;415
3040;600;5;415
3041;500;186;415
3042;500;18;416
3043;10;116;416
3044;20;68;416
3045;10;214;416
3046;3;21;416
3047;3;24;416
3048;50;81;416
3049;12;11;416
3050;150;4;416
3051;600;5;416
3052;25;8;416
3053;400;1;417
3054;200;5;417
3055;80;4;417
3056;300;21;417
3057;150;26;417
3058;50;8;417
3059;40;81;417
3060;20;29;417
3061;20;11;417
3062;50;14;417
3063;500;4;418
3064;800;29;418
3065;200;7;418
3066;500;114;418
3067;500;2;419
3068;500;64;419
3069;100;64;419
3070;75;74;419
3071;200;4;419
3072;200;3;419
3073;40;8;419
3074;30;14;419
3075;50;88;419
3076;500;2;420
3077;50;153;420
3078;50;80;420
3079;80;4;420
3080;20;29;420
3081;20;14;420
3082;400;1;421
3083;300;22;421
3084;90;3;421
3085;300;10;421
3086;100;4;421
3087;500;2;421
3088;780;215;421
3089;200;21;421
3090;500;5;421
3091;5;21;421
3092;30;8;421
3093;10;11;421
3094;250;7;421
3095;40;20;422
3096;40;29;422
3097;50;26;422
3098;620;153;422
3099;2;48;423
3100;50;216;423
3101;50;8;423
3102;80;26;423
3103;50;29;423
3104;50;4;423
3105;150;96;423
3106;200;87;423
3107;26;29;424
3108;105;26;424
3109;25;170;424
3110;211;163;424
3111;753;153;424
3112;300;114;425
3113;300;114;425
3114;5;17;425
3115;170;30;425
3116;8;52;425
3117;250;7;425
3118;136;8;425
3119;8;48;425
3120;520;29;425
3121;90;4;425
3122;20;14;425
3123;160;5;426
3124;100;4;426
3125;17;8;426
3126;900;22;426
3127;5;8;427
3128;5;11;427
3129;10;138;427
3130;40;31;427
3131;250;1;427
3132;65;26;427
3133;20;8;428
3134;8;48;428
3135;200;0;428
3136;700;2;428
3137;40;38;428
3138;4;48;429
3139;4;217;429
3140;4;52;429
3141;50;29;429
3142;47;26;429
3143;150;23;429
3144;25;30;429
3145;15;8;429
3146;5;48;430
3147;500;7;430
3148;47;26;430
3149;500;30;430
3150;90;138;430
3151;20;52;430
3152;46;91;431
3153;47;26;431
3154;40;202;431
3155;60;218;431
3156;100;30;431
3157;3;217;431
3158;10;219;431
3159;50;153;431
3160;15;220;431
3161;10;52;431
3162;6;11;432
3163;125;207;432
3164;150;153;432
3165;100;4;432
3166;80;91;432
3167;60;26;432
3168;180;12;432
3169;200;0;432
3170;15;11;433
3171;25;172;433
3172;14;8;433
3173;60;29;433
3174;505;1;433
3175;200;30;434
3176;500;12;434
3177;1000;5;434
3178;100;4;434
3179;100;3;434
3180;700;21;434
3181;244;164;434
3182;274;1;434
3183;20;8;435
3184;5;48;435
3185;20;4;435
3186;300;74;435
3187;500;2;435
3188;150;221;436
3189;500;43;436
3190;400;37;437
3191;300;21;437
