id;name;weight;lemmawordid;dishid
3915;Помидоры;85;5;550
3916;Морковь;70;3;550
3917;Куриная грудка, без кожи;200;12;550
3918;Кукуруза Консервы;140;92;550
3919;Фасоль стручковая;100;22;550
3920;Шпинат;36;96;550
3921;Соль поваренная пищевая;3;48;551
3922;Яйцо куриное сырое;120;26;551
3923;Лук репчатый;30;4;551
3924;Масло подсолнечное;30;8;551
3925;Рисовая Лапша (Вареная);50;100;551
3926;Гречневая крупа ядрица;100;20;552
3927;Гречневая крупа продел;100;110;552
3928;Вода;1000;7;552
3929;Соль поваренная пищевая;1;48;552
3930;Масло сливочное 72%;4;8;552
3931;Соль поваренная пищевая;2;48;553
3932;Яйцо куриное сырое;60;26;553
3933;Лук репчатый;70;4;553
3934;Молоко топленое 4%;200;30;553
3935;Капуста белокочанная;400;10;553
3936;Пищевая сода;2;155;553
3937;Мука пшеничная;105;29;553
3938;Перец черный молотый;2;21;553
3939;Укроп обыкновенный;2;14;553
3940;Петрушка;2;6;553
3941;Масло подсолнечное;25;8;553
3942;Соль поваренная пищевая;2;48;554
3943;Вешенки свежие;1000;233;554
3944;Вода;100;7;554
3945;Масло подсолнечное;10;8;554
3946;Лук репчатый;100;4;554
3947;Морковь;60;3;554
3948;Соль поваренная пищевая;1;48;555
3949;Масло подсолнечное;20;8;555
3950;Лук репчатый;70;4;555
3951;Печень свиная;400;35;555
3952;Перец черный молотый;1;21;555
3953;Лавровый лист;1;51;555
3954;Карри;1;34;555
3955;Морковь;50;3;555
3956;Томатная паста;50;65;556
3957;Лук репчатый;300;4;556
3958;Фарш из говядины;500;114;556
3959;Вода;250;7;556
3960;Масло подсолнечное;20;8;556
3961;Вода;500;7;557
3962;Картофель;200;2;557
3963;Лук репчатый;30;4;558
3964;Соль поваренная пищевая;2;48;558
3965;Масло подсолнечное;27;8;558
3966;Яйцо куриное сырое;50;26;558
3967;Масло сливочное 72%;40;8;558
3968;Вода;400;7;558
3969;Макароны из муки в/с;200;37;558
3970;Вода;1000;7;559
3971;Капуста белокочанная;750;10;559
3972;Морковь;70;3;559
3973;Лук репчатый;60;4;559
3974;Сыр "Витязь" 50%;150;31;559
3975;Соль поваренная пищевая;4;48;559
3976;Перец черный молотый;4;21;559
3977;Мука пшеничная;40;29;559
3978;Масло подсолнечное;14;8;559
3979;Лук зеленый;5.1;4;560
3980;Петрушка;5.1;6;560
3981;Пищевая сода;12.2;155;560
3982;Соль поваренная пищевая;7.1;48;560
3983;Масло подсолнечное;102;8;560
3984;Яйцо куриное;102;26;560
3985;Мука пшеничная;91.8;29;560
3986;Капуста белокочанная;612;10;560
3987;Мука пшеничная;10;29;561
3988;Масло подсолнечное;50;8;561
3989;Сок томатный;200;40;561
3990;Морковь;200;3;561
3991;Лук репчатый;300;4;561
3992;Куриная грудка, без кожи;400;12;561
3993;Гречневая крупа ядрица;150;20;561
3994;Лук репчатый;40;4;562
3995;Сыр полутвердый (голландский);20;31;562
3996;Масло оливковое;20;8;562
3997;Тунец натуральный Консервы;100;33;562
3998;Паста (спагетти);100;65;562
3999;Орех грецкий;50;27;563
4000;Ряженка, 4%;500;231;563
4001;Банан;200;177;563
4002;Овсяные хлопья геркулес;100;138;563
4003;Соль поваренная пищевая;5;48;564
4004;Сухари панировочные;60;38;564
4005;Масло подсолнечное;40;8;564
4006;Яйцо куриное;50;26;564
4007;Индейка, грудка без кожи;500;71;564
4008;Капуста белокочанная;1000;10;565
4009;Яйцо куриное;180;26;565
4010;Разрыхлитель теста;20;217;565
4011;Мука цельнозерновая;120;29;565
4012;Укроп и другие пряные травы;50;14;565
4013;Сметана 15,0% жирности;90;80;566
4014;Яблоки;100;111;566
4015;Лук репчатый;50;4;566
4016;Яйцо куриное;180;26;566
4017;Морковь;170;3;566
4018;Тунец натуральный Консервы;180;33;566
4019;Рис белый;175;13;567
4020;Кукуруза Консервы;140;92;567
4021;Горошек зеленый. Консервы;150;23;567
4022;Лук репчатый;30;4;567
4023;Чеснок;15;11;567
4024;Соевый соус;90;88;567
4025;Масло растительное с добавлением оливкового;18;8;567
4026;Соль поваренная пищевая;30;48;567
4027;Петрушка;30;6;567
4028;Чеснок;20;11;568
4029;Перец черный молотый;30;21;568
4030;Соль поваренная пищевая;30;48;568
4031;Соевый соус;90;88;568
4032;Сметана 15,0% жирности;30;80;568
4033;Соус Краснодарский томатный;100;88;568
4034;Орегано сушеный;15;88;568
4035;Куриные ножки;950;44;568
4036;Соль поваренная пищевая;5;48;569
4037;Масло сливочное 72%;20;8;569
4038;Гречневая крупа ядрица;100;20;569
4039;Перец черный молотый;10;21;570
4040;Фасоль белая Первым делом;90;234;570
4041;Сыр Брест-Литовск легкий 35%;30;31;570
4042;Салат;80;87;570
4043;Mission Deli пшеничные лепёшки со злаками;168;235;570
4044;Соевый соус;90;88;570
4045;Чеснок;45;11;570
4046;Помидоры;100;5;570
4047;Индейка, грудка без кожи;350;71;570
4048;Лавровый лист;15;51;571
4049;Чеснок;20;11;571
4050;Лук репчатый;45;4;571
4051;Морковь;85;3;571
4052;Соус Краснодарский томатный;240;88;571
4053;Фасоль белая Первым делом;90;234;571
4054;Рис белый;100;13;571
4055;Сыр Брест-Литовск легкий 35%;30;31;572
4056;Куриная грудка, без кожи;400;12;572
4057;Mission Deli пшеничные лепёшки со злаками;168;235;572
4058;Салат;60;87;572
4059;Помидоры;90;5;572
4060;Соевый соус;90;88;572
4061;Мед натуральный (мёд);15;170;572
4062;Савушкин Йогурт греческий;75;99;572
4063;Горчица столовая;15;94;572
4064;Чеснок;40;11;572
4065;Сахар-песок;10;52;573
4066;Масло сливочное 72,5%;5;8;573
4067;Яичный желток куриный;20;160;573
4068;Яблоки;40;111;573
4069;Молоко 2,5%;80;30;573
4070;Крупа манная;25;20;573
4071;Творог, 9 %;40;153;573
4072;Масло подсолнечное;50;8;574
4073;Вода;125;7;574
4074;Соль поваренная пищевая;5;48;574
4075;Картофель;210;2;574
4076;Мука пшеничная;250;29;574
4077;Яйцо куриное;114;26;575
4078;Сахар-песок;8;52;575
4079;Сухари панировочные;23;38;575
4080;Соль поваренная пищевая;3;48;575
4081;Базилик сушеный;2;144;575
4082;Тимьян;2;158;575
4083;Сыр Российский;93;31;575
4084;Куриная грудка, без кожи;696;12;575
4085;Мука пшеничная;10;29;575
4086;Соевый соус;25;88;576
4087;Масло оливковое;52;8;576
4088;Соль поваренная пищевая;5;48;576
4089;Перец черный молотый;5;21;576
4090;Сливки, 10,0% жирности;125;72;576
4091;Чеснок;19;11;576
4092;Лук репчатый;123;4;576
4093;Корица;1;54;577
4094;Кефир 1% жирности;200;25;577
4095;Творог 0.6%;100;153;577
4096;Соевый соус;50;88;578
4097;Лаваш армянский, тонкий;200;88;578
4098;Масло сливочное 72%;20;8;578
4099;Фарш куриный;500;114;578
4100;Перец душистый;1;21;578
4101;Лук репчатый;200;4;578
4102;Картофель;1000;2;578
4103;Чеснок;5;11;578
4104;Сметана 20,0% жирности;30;80;578
4105;Кунжут-семя;10;102;578
4106;Яйцо куриное;216;26;579
4107;Молоко 1,5%;200;30;579
4108;Сыр Российский;70;31;579
4109;Соль поваренная пищевая;3;48;579
4110;Мед натуральный (мёд);10;170;579
4111;Соль поваренная пищевая;10;48;580
4112;Морковь;250;3;580
4113;фарш из индейки;200;114;580
4114;Тыква;1000;53;580
4115;Сыр Гауда;150;31;580
4116;Гречневая крупа ядрица;200;20;580
4117;Масло подсолнечное;15;8;581
4118;Соль поваренная пищевая;3;48;581
4119;Томатная паста;20;65;581
4120;Тимьян;10;158;581
4121;Чеснок;15;11;581
4122;Лук репчатый;70;4;581
4123;Шампиньоны;400;0;581
4124;Масло подсолнечное;10;8;582
4125;Вода;50;7;582
4126;Соль поваренная пищевая;5;48;582
4127;Перец черный молотый;1;21;582
4128;Сметана 10,0% жирности;350;80;582
4129;Шампиньоны;500;0;582
4130;Лук репчатый;300;4;582
4131;Мука кукурузная;100;29;583
4132;Вода;300;7;583
4133;Укроп обыкновенный;10;14;584
4134;Соль поваренная пищевая;3;48;584
4135;Молоко 2,5%;120;30;584
4136;Сыр Российский;60;31;584
4137;Яйцо куриное сырое;150;26;584
4138;Капуста цветная;500;10;584
4139;Помидоры;200;5;585
4140;Шампиньоны;300;0;585
4141;Маслины средние и мелкие;400;123;585
4142;Горошек зеленый. Консервы;300;23;585
4143;Кукуруза Консервы;300;92;585
4144;Лук репчатый;50;4;585
4145;Кабачок;400;1;585
4146;Баклажаны;300;164;585
4147;Чеснок;5;11;585
4148;Перец Болгарский красный;200;21;585
4149;Рис длиннозёрный;450;13;585
4150;Вода;400;7;586
4151;Сахар-песок;50;52;586
4152;Соль поваренная пищевая;2;48;586
